"","player_name","meanhorizontal","meanvertical","meanspinrate"
"1","Armstrong, Shawn",0.391953642384106,0.687185430463576,2459.83112582781
"2","Ashcraft, Graham",0.04625,0.789551886792453,2382.95283018868
"3","Assad, Javier",0.298709677419355,0.574784946236559,2134.47849462366
"4","Barnes, Jacob",0.473071895424837,0.587843137254902,2323.45098039216
"5","Bassitt, Chris",0.211247484909457,0.723883299798793,2262
"6","Bieber, Shane",0.161628392484342,0.731106471816284,2493.7745302714
"7","Bird, Jake",0.0503743315508021,0.623048128342246,2354.08556149733
"8","Blackburn, Paul",0.505568513119534,0.414110787172012,2484.16618075802
"9","Brazoban, Huascar",-0.0681439393939394,0.561590909090909,2362.65151515152
"10","Brogdon, Connor",0.263579545454545,0.985454545454545,2375.80113636364
"11","Buehler, Walker",0.373397683397683,0.745521235521236,2411.20077220077
"12","Burnes, Corbin",0.363384785005513,0.952772877618523,2625.63836824697
"13","Bush, Matt",0.176394557823129,0.801292517006803,2615.71428571429
"14","Chavez, Jesse",-0.161209103840683,1.05950213371266,2223.33001422475
"15","Civale, Aaron",0.547900552486188,0.350644567219153,2612.46961325967
"16","Clase, Emmanuel",0.268911070780399,0.911814882032668,2653.29945553539
"17","Clevinger, Mike",0.355744680851064,0.421312056737589,2471.54964539007
"18","Cole, Gerrit",0.0393269230769231,0.661201923076923,2484.59134615385
"19","Colomé, Alex",0.148407079646018,0.547802359882006,2152.99852507375
"20","Crawford, Kutter",0.365414634146341,0.655487804878049,2422.73902439024
"21","Cueto, Johnny",-0.280688172043011,0.825849462365591,2177.33333333333
"22","Darvish, Yu",0.180075757575758,0.877878787878788,2576.11363636364
"23","Davies, Zach",-0.398939393939394,1.10666666666667,2147.62121212121
"24","Doval, Camilo",-0.412195845697329,1.07056379821958,2531.20771513353
"25","Dunning, Dane",0.079205298013245,0.776622516556291,2157.90728476821
"26","Eflin, Zach",-0.0669398907103825,0.957267759562841,2152.81420765027
"27","Eovaldi, Nathan",0.116114285714286,0.927771428571429,2376.39428571429
"28","Fedde, Erick",0.147889221556886,0.626706586826347,2123.42964071856
"29","Flexen, Chris",0.546181818181818,0.604671328671329,2355.45874125874
"30","Fulmer, Michael",0.354575757575758,0.569636363636364,2414.47727272727
"31","Gallen, Zac",0.443931034482759,0.583103448275862,2424.17471264368
"32","Garcia, Luis",0.4253507565337,0.44748280605227,2353.99724896836
"33","Gibaut, Ian",0.344871794871795,0.77551282051282,2356.24358974359
"34","Gibson, Kyle",0.0706576728499157,0.791011804384486,2359.4215851602
"35","Gott, Trevor",0.0415175097276264,0.958326848249027,2258.45914396887
"36","Graterol, Brusdar",0.0191397849462366,0.626236559139785,2320.90860215054
"37","Greinke, Zack",0.549154518950437,0.499795918367347,2372.30029154519
"38","Howard, Spencer",0.431551020408163,0.0486938775510204,2161.89387755102
"39","Hunter, Tommy",0.191552795031056,0.973788819875776,2422.95652173913
"40","Jansen, Kenley",0.703529411764706,1.3662693498452,2567.12229102167
"41","Jefferies, Daulton",-0.232983870967742,0.895483870967742,2159.71774193548
"42","Kelly, Merrill",-0.136921708185053,1.07576512455516,2338.03380782918
"43","Kirby, George",0.313450980392157,0.395450980392157,2148.63921568627
"44","Kluber, Corey",0.23942789034565,0.705005959475566,2462.89988081049
"45","Krehbiel, Joey",0.552454873646209,0.418303249097473,2465.06137184116
"46","Kremer, Dean",0.391913477537438,0.678818635607321,2477.88019966722
"47","Law, Derek",0.301581920903955,0.509435028248588,2366.12994350282
"48","Leiter Jr., Mark",0.266285714285714,0.491238095238095,2085.07619047619
"49","Leone, Dominic",0.287252252252252,0.650045045045045,2403.52702702703
"50","Lorenzen, Michael",-0.00291208791208791,0.73478021978022,2494.9010989011
"51","Lynn, Lance",0.189075144508671,0.436512524084778,2608.40077071291
"52","López, Pablo",0.181666666666667,0.500035460992908,2226.71631205674
"53","Mahle, Tyler",0.142857142857143,0.857894736842105,2395.47744360902
"54","Marte, José",0.22484375,0.48234375,2459.4765625
"55","Martin, Chris",0.201764705882353,0.53264705882353,2158.19117647059
"56","Martinez, Nick",0.141803278688525,0.647508196721311,2380.2131147541
"57","May, Dustin",0.0362376237623762,0.493564356435644,2461.60396039604
"58","McHugh, Collin",0.0648837209302325,0.73422480620155,2510.91085271318
"59","Melancon, Mark",0.0838768115942029,0.805724637681159,2266.23913043478
"60","Montas, Frankie",0.333383084577114,0.519452736318408,2397.06965174129
"61","Morris, Cody",0.323730158730159,0.56015873015873,2329.16666666667
"62","Morton, Charlie",0.154200743494424,0.420334572490706,2550.9405204461
"63","Musgrove, Joe",0.129419237749546,0.759764065335753,2581.21778584392
"64","Nogosek, Stephen",0.422203389830508,0.574491525423729,2242.89830508475
"65","Nola, Aaron",0.0751010101010101,0.595707070707071,2212.26767676768
"66","Odorizzi, Jake",0.217651715039578,1.01839050131926,2076.78627968338
"67","Ohtani, Shohei",0.296738197424893,0.477467811158798,2378.42489270386
"68","Oller, Adam",-0.111097178683386,0.824670846394984,2179.89968652038
"69","Pagán, Emilio",0.36287037037037,0.15875,2362.65740740741
"70","Phelps, David",0.0614788732394366,1.17764084507042,2420.24647887324
"71","Phillips, Evan",0.0933333333333333,0.775461847389558,2399.91967871486
"72","Quantrill, Cal",0.223511450381679,0.58412213740458,2238.10019083969
"73","Ramírez, Erasmo",0.131285714285714,0.756125,2384.61071428571
"74","Rasmussen, Drew",0.113986394557823,0.364734693877551,2612.23129251701
"75","Roberts, Ethan",0.193666666666667,0.751583333333333,2596.76666666667
