"","player_name","meanhorizontal","meanvertical","meanspinrate"
"1","Abreu, Albert",-1.22454810495627,1.09565597667638,2200.40816326531
"2","Alcantara, Sandy",-1.47237267080745,0.622521739130435,2293.17639751553
"3","Alexander, Jason",-1.36469604863222,0.0969908814589666,2062.46352583587
"4","Almonte, Yency",-1.43443037974684,0.622278481012658,2132.31012658228
"5","Appel, Mark",-1.18875,0.977142857142857,1892.34821428571
"6","Arano, Víctor",-1.40952054794521,0.816678082191781,2122.12671232877
"7","Armstrong, Shawn",-1.29184986595174,0.951876675603217,2150.52815013405
"8","Ashcraft, Graham",-0.811780415430267,0.527151335311573,2182.82492581602
"9","Assad, Javier",-1.18655813953488,1.00855813953488,2003.82325581395
"10","Bard, Daniel",-1.20925702811245,0.578493975903615,2507.78514056225
"11","Barría, Jaime",-0.946945812807882,1.28665024630542,2148.15270935961
"12","Bass, Anthony",-1.13913043478261,1.16036789297659,1990.25752508361
"13","Bassitt, Chris",-1.3400207253886,0.781906735751295,2117.62176165803
"14","Beede, Tyler",-1.30556451612903,0.755120967741935,2126.86290322581
"15","Bello, Brayan",-1.43019943019943,0.37025641025641,2122.41025641026
"16","Bender, Anthony",-1.4365,0.200625,2230.95625
"17","Berríos, José",-1.38635846372688,0.869203413940256,2114.87624466572
"18","Bird, Jake",-0.923916083916084,-0.00881118881118883,1951.29603729604
"19","Blackburn, Paul",-1.06880597014925,0.826069651741294,2000.84245439469
"20","Bolaños, Ronald",-0.903333333333333,0.84054054054054,2199.95495495496
"21","Brasier, Ryan",-1.3059649122807,0.907543859649123,2230.4298245614
"22","Brubaker, JT",-1.34346693386774,0.827735470941884,2281.36172344689
"23","Bundy, Dylan",-1.00607843137255,1.4278431372549,2194.39869281046
"24","Burnes, Corbin",-0.963302752293578,1.02793577981651,2495.22935779816
"25","Cabrera, Edward",-1.29592857142857,1.05657142857143,2257.97142857143
"26","Cano, Yennier",-1.51645569620253,0.284810126582278,2229.46835443038
"27","Carrasco, Carlos",-1.35398550724638,0.631413043478261,2161.04710144928
"28","Castellanos, Humberto",-1.34380165289256,0.214132231404959,2030.27685950413
"29","Castillo, Diego",-1.44363636363636,0.413083003952569,1997.52964426877
"30","Castillo, Luis",-1.46317411402157,0.515808936825886,2157.52388289676
"31","Castro, Miguel",-1.44803191489362,0.458510638297872,2128.26595744681
"32","Cessa, Luis",-1.23191729323308,0.864962406015038,2191.20676691729
"33","Chacín, Jhoulys",-0.964056939501779,0.78135231316726,2303.90391459075
"34","Chargois, JT",-1.57471794871795,0.692102564102564,2228.50256410256
"35","Chavez, Jesse",-1.37407643312102,0.601496815286624,1973.58598726115
"36","Cimber, Adam",-1.01600649350649,-0.706558441558442,2139.72402597403
"37","Cishek, Steve",-1.4733164556962,0.398227848101266,2284.71139240506
"38","Cisnero, José",-1.34755395683453,0.803021582733813,2252.19424460432
"39","Civale, Aaron",-1.01331395348837,0.967441860465116,2312.11046511628
"40","Clevinger, Mike",-1.16885416666667,1.25597222222222,2241.80902777778
"41","Cobb, Alex",-1.31603363006924,0.748219584569733,2090.56083086053
"42","Cousins, Jake",-1.34478260869565,0.818782608695652,2259.73913043478
"43","Crick, Kyle",-1.14906542056075,0.265233644859813,2140.85046728972
"44","Crowe, Wil",-1.00489932885906,1.07848993288591,2268.63758389262
"45","Cuas, Jose",-1.40843971631206,0.0516312056737589,2464.3451536643
"46","Cueto, Johnny",-1.40193895870736,0.766642728904847,2110.03590664273
"47","Danish, Tyler",-1.47867768595041,-0.124338842975207,1802.05371900826
"48","Darvish, Yu",-1.18361538461538,0.965461538461538,2274.22692307692
"49","Davies, Zach",-1.2375,1.04589805825243,2084.29530744337
"50","De Jesus, Angel",-1.06415094339623,1.11867924528302,2218.07547169811
"51","De Los Santos, Yerry",-1.35456603773585,0.694150943396226,2196.7358490566
"52","Domínguez, Seranthony",-1.27294339622642,0.796566037735849,2311.70943396226
"53","Doval, Camilo",-0.938472222222222,0.206909722222222,2471.86111111111
"54","Duffey, Tyler",-1.17933962264151,0.618490566037736,2402.09433962264
"55","Dunning, Dane",-1.29832512315271,0.46256157635468,2003.70738916256
"56","Effross, Scott",-1.49869565217391,-0.274891304347826,2216.42391304348
"57","Eflin, Zach",-1.41816494845361,0.611237113402062,2049.43505154639
"58","Elder, Bryce",-1.20803234501348,0.699407008086253,1969.53099730458
"59","Familia, Jeurys",-1.29302387267905,0.281114058355438,2190.97082228117
"60","Faucher, Calvin",-0.858826815642458,1.44932960893855,2260.91061452514
"61","Fedde, Erick",-0.73101030927835,0.81498969072165,1876.78350515464
"62","Feltner, Ryan",-1.00940828402367,0.431656804733728,2304.63905325444
"63","Fernández, Junior",-1.25907142857143,0.963642857142857,2059.32142857143
"64","Finnegan, Kyle",-0.970434782608696,1.27878019323672,2069.05314009662
"65","Floro, Dylan",-1.43839743589744,0.739967948717949,2127.67628205128
"66","Foley, Jason",-1.43424657534247,0.475102739726027,2033.67123287671
"67","Fulmer, Michael",-1.26222222222222,0.877111111111111,2187.80740740741
"68","Garcia, Bryan",-0.993974358974359,1.29826923076923,2113.20512820513
"69","García, Luis",-1.24115969581749,0.831425855513308,2141.32129277567
"70","García, Rony",-1.41526785714286,0.622321428571429,2251.99107142857
"71","García, Yimi",-1.47452054794521,0.511301369863014,2248.3698630137
"72","Garza Jr., Ralph",-1.35245614035088,-0.066140350877193,2162.83625730994
"73","Germán, Domingo",-1.45507575757576,0.7675,2476.28787878788
"74","Gibson, Kyle",-1.20601298701299,0.592831168831169,2132.88571428571
